Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_cat,Symptom_2_cat,Symptom_3_cat,Symptom_4_cat,Symptom_5_cat,Symptom_6_cat,Symptom_7_cat,Symptom_8_cat,Symptom_9_cat,Symptom_10_cat,Symptom_11_cat,Symptom_12_cat,Symptom_13_cat,Symptom_14_cat,Symptom_15_cat,Symptom_16_cat,Symptom_17_cat
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,None,6,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,None,4,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,None,4,6,67,85,93,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,None,4,6,48,85,93,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,93,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,None,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,85,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,4,34,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,4,34,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,34,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,4,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,4,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,4,34,62,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,4,34,39,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,None,None,None,None,None,None,None,None,None,None,None,None,None,4,34,39,62,74,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,4,34,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,None,None,None,None,None,None,None,None,None,None,None,None,None,4,39,62,79,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,nodal_skin_eruptions,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,41,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,60,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,nodal_skin_eruptions,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,41,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,41,60,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,shivering,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,chills,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,5,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,shivering,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,57,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,chills,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,5,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,None,None,None,None,None,None,None,None,None,None,None,None,None,7,26,5,57,74,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,10,9,42,1,22,21,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,42,1,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,9,1,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,9,42,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,9,42,1,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,None,None,None,None,None,None,None,None,None,None,None,None,10,9,42,1,22,74,74,74,74,74,74,74,74,74,74,74,74
GERD,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,9,42,1,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,42,1,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,vomiting,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,9,1,22,21,74,74,74,74,74,74,74,74,74,74,74,74
GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,10,9,42,22,21,74,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,3,1,19,40,46,54,86,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,1,19,40,46,54,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,3,19,40,46,54,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,3,1,40,46,54,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,3,1,19,46,54,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,3,1,19,40,54,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,3,1,19,40,46,86,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,None,None,None,None,None,None,None,None,None,None,None,3,1,19,40,46,54,74,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,3,1,19,40,46,54,86,74,74,74,74,74,74,74,74,74,74
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,3,1,19,40,46,54,86,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,3,4,10,13,76,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,10,13,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,13,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,10,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,10,13,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,4,10,13,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,10,13,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,13,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,10,76,74,74,74,74,74,74,74,74,74,74,74,74,74
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,None,None,None,None,None,None,None,None,None,None,None,None,None,3,4,10,13,74,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,46,54,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,25,54,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,25,46,54,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,46,54,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,25,54,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,25,46,78,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching,None,None,None,None,None,None,None,None,None,None,None,None,1,25,46,54,88,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,None,None,None,None,None,None,None,None,None,None,None,None,1,25,46,54,78,74,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,1,25,46,54,78,88,74,74,74,74,74,74,74,74,74,74,74
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,None,None,None,None,None,None,None,None,None,None,None,1,25,46,54,78,88,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,patches_in_throat,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,63,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,high_fever,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,34,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,patches_in_throat,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,high_fever,extra_marital_contacts,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,34,63,74,74,74,74,74,74,74,74,74,74,74,74,74,74
AIDS,muscle_wasting,patches_in_throat,high_fever,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,24,34,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,2,29,47,52,83,65,69,82,108,114,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,2,29,47,52,83,65,69,82,108,114,74,74,74,74,74,74,74
Diabetes ,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,29,47,52,83,65,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,47,52,83,65,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,29,52,83,65,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,29,47,83,65,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,29,47,52,65,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,29,47,52,83,69,82,108,114,74,74,74,74,74,74,74,74
Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria,None,None,None,None,None,None,None,None,2,29,47,52,83,65,82,108,114,74,74,74,74,74,74,74,74
